Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
147,38,143,1.8052042371117936,49.44478715154706,317.2584290993952
136,33,132,4.8323451818022995,44.66914838144368,302.70584960183055
123,44,130,4.798066455556718,29.102291683374162,329.89219996653526
148,40,130,4.973859859670404,22.93322746762709,256.9358006934129
132,30,148,3.2735223181853486,17.502310211415743,274.882711079515
123,47,133,1.4525758423559942,23.202746577746847,155.42299551048532
124,30,131,4.520670962948788,45.95830225757648,352.22776236597554
145,37,140,1.5804599370305623,25.221099399780428,181.33862602268357
141,45,141,1.6223773041166245,19.829293570222717,142.68155638084207
123,47,142,1.7735902699443518,15.793610629922155,321.01200457660894
137,38,145,3.6136753415723715,25.41881202872387,173.7398248068116
125,41,145,1.42879621290929,22.56534485474608,167.20444485792876
143,48,148,4.113126516047064,18.577082094085803,264.7675351406043
143,47,149,1.2330063838322167,48.2880030425313,372.27142285066327
142,34,149,1.4417862426872805,24.366765640982596,272.0035002740553
141,31,138,2.7379485666661143,15.216189032417116,201.85388405707826
121,36,145,2.5166860077996027,48.04964542380214,235.7297281173668
142,39,136,4.9588330735897355,35.2479615199719,248.4948097356202
130,44,142,4.867455826874814,17.89845372582778,224.37048157508787
147,36,133,1.7587272294225023,16.099769208613097,186.64090056589876
133,34,142,4.786662180313851,18.77471722543683,271.1592223187477
149,44,137,3.7690476160478643,35.70217986534071,348.82391966944607
124,49,131,2.635372662132936,17.165506171656148,180.3767621891119
125,49,136,3.9585237286437653,34.884920889121446,327.78768047951297
129,44,140,4.600563862826187,37.83893569526453,348.12613892304876
127,39,146,1.7205662151959,20.165187352675243,187.39739636978268
133,43,143,1.7839370455106445,32.09514599624033,310.74746435640736
143,39,142,2.6348830489106416,48.73579753717121,285.6759174439697
122,46,144,1.6768470853402828,44.277095627511365,206.48194554960355
131,43,138,2.441589942823263,40.31775216170848,247.87444770695885
135,31,132,3.5827661082500564,33.12072935607681,297.234867224478
147,45,142,4.25127250133542,28.79961645765468,318.0952974468088
149,42,142,2.207739750741598,30.800215764242814,188.2562409876939
142,38,138,2.126922735219352,41.761350274837824,274.01493737288286
136,36,147,4.11897185755671,34.40042866154416,246.01702990798984
120,45,134,2.5241049040100365,41.76288948524203,258.5423304243279
142,39,140,4.273901471475366,48.94555396515509,313.10646463620367
129,38,131,4.973521281316853,37.417995276995875,256.8830012817102
144,36,146,4.918674703934868,36.10862450935723,210.3507707023345
142,45,149,3.650747819389156,29.215668197844188,232.34958892235832
129,38,133,2.5008528455098022,21.88638836160584,276.4832290435923
140,46,147,1.2619594379070507,28.09702597865007,273.5918471756647
143,49,149,3.952162530868243,33.20340166803777,295.2104027170064
121,36,137,4.911868964212976,16.219948006268076,188.64102984094825
128,40,148,1.2719378528625125,31.653175868780227,337.1826998929696
141,37,141,1.0246708424825606,45.175226459524254,139.1061763918795
132,36,140,4.327104786326871,49.181852688676855,292.2973259899841
144,48,145,1.4090358481529486,44.944203530879754,203.86219576168259
135,49,134,1.326491921782318,21.019361110578814,116.60334032185753
137,41,132,4.641344272892715,20.425461711785626,241.5658796518619
138,36,141,1.3182432466875253,28.76592704338428,270.75627060162446
131,37,144,1.4560706191017045,22.89006647070778,318.9777970339397
127,36,145,3.278294701078773,38.659807644221445,353.81749699009055
136,35,142,4.0272566921331645,17.959533656647398,294.53819478435423
134,38,136,2.5982890348569088,30.53017373378377,284.29746949710477
129,42,144,2.6823566427615617,24.812468617679343,230.36270808464425
134,36,132,3.5305039486045544,35.839101044993726,270.36231619944635
134,37,141,3.021701179323125,42.8972756927888,392.9846175798493
142,46,137,1.07451317111087,47.32470995885145,291.2832540582238
126,46,141,1.4543327450887995,48.734845697773004,318.69164283167765
132,45,147,3.326400062101611,27.291808689089798,356.82557573253166
136,31,132,4.174650038791464,44.95467236406644,300.70705256167474
128,37,141,4.052412581719824,35.71870740492736,309.92865222958494
127,46,131,3.96022623717458,39.22893950904431,243.5664294849006
139,42,143,4.085090464832536,44.78956983311224,381.2523072197166
145,47,143,1.1777739052980922,19.55396234632788,259.6854589574465
146,39,133,4.5804062598503545,48.15925438112854,315.3275991047767
140,31,146,4.557132420846699,34.158898164637904,380.6019453340392
137,31,144,3.127695956390456,26.76011611395592,277.3925182471081
132,43,145,1.9943773290750615,26.855594114332145,238.81158401920908
135,45,134,3.3687138911257337,41.28501178373938,264.77330262790537
128,36,146,3.2315437055011462,38.7530952095494,291.0878361137902
131,41,136,1.8918288307608413,40.53180319439754,245.46631833051623
131,43,144,3.4125207157146766,23.854842654848234,281.63552694199325
125,33,146,4.189176464402439,20.956867565014804,252.16633082229274
138,33,141,4.224427458981024,40.26508785591736,373.85274332851543
147,47,140,1.2387912891196575,25.446825520652272,275.37866612558196
126,32,148,1.7886532472498575,22.78526537553539,153.20819239334156
144,30,140,3.6728934423727817,22.51129762179241,296.06541069755383
122,46,131,4.439327781657209,20.194032639628272,255.4375176974052
135,36,144,3.084868329796862,29.938547948631225,370.230844553082
137,45,134,3.8301026733399217,24.133200125873167,223.10999353754966
135,34,147,1.0842880426276023,46.28529163259793,375.85870005794493
142,48,145,3.4336832475415973,39.11988728978843,327.86456999620174
126,36,133,4.847636577746407,41.03517156513038,326.14859743025534
123,43,139,3.644058428130952,29.126367223564223,240.7483534501236
146,31,131,4.689102866401279,36.007333134576974,305.9084632727113
144,32,144,3.264037832524295,32.52792442464166,236.17041022850697
149,46,133,4.373514951103711,20.86080111828804,240.82734424370054
127,45,145,1.49664963302859,16.674879326777457,195.95464164624406
132,37,136,1.494053051547266,38.92314591592939,234.50666996011003
132,47,141,1.4807173167831782,19.241036072965777,235.3616375112305
136,44,132,2.9553982081468364,17.007220362253207,335.25802118798276
136,36,146,2.3210542433484602,30.46535664350641,254.86085523922642
124,38,138,3.8767434149641438,40.83092295029989,333.6188104831363
125,35,137,4.610487657201588,41.91039537313306,325.4848312526675
138,47,135,3.4774993142939277,45.57143623506187,266.68548056407525
132,47,144,1.8528422243943172,21.972490787456746,238.60871352608848
144,43,139,4.723507470116455,49.49685378351284,213.28799701164573
147,43,135,3.1114293525519305,41.71231751874328,271.10469970979597
145,43,144,3.879782212543021,20.502467108256052,221.56507889585234
133,33,143,4.562023401740708,44.42524500983938,313.92506759457973
141,33,148,4.9593277283956105,32.46357453696994,253.67882477059555
123,44,142,3.0242557964066954,17.329122881393793,251.07772140638363
147,44,143,4.232250874734696,19.62146201402413,345.2197909870788
126,47,132,3.267468261272968,30.18626486682482,277.308231843761
127,43,133,2.9458157839832237,33.56773840614282,202.3789522952185
144,30,143,3.1508500771051593,48.162234595464156,386.494720113028
132,39,143,2.9371009752868167,22.549936537435677,381.6220134084342
146,49,137,2.6841124751787224,31.593657858498315,274.08262825612263
125,39,139,3.894882762055951,22.906131424708562,295.43794291633145
125,39,138,1.9987032637906368,34.544024112426364,306.24804275648034
143,31,143,3.4655258632240025,46.826132554012354,347.9157221278463
147,37,137,3.851840711057718,34.87126999070059,275.40171932477256
140,30,140,4.56836333356282,32.85246886377335,245.87560676725315
149,30,139,2.3275085957503427,41.25452924213644,233.59844284234467
122,33,147,4.442396414064257,20.166474076084643,367.5962742212332
147,36,133,4.781164685303455,46.696524665224366,314.32024970354
122,38,133,3.594717530966875,35.217189053804205,286.5463074519871
132,45,141,4.085732031692052,39.02082953017691,359.28967844108513
141,34,147,2.6228278392754936,43.663626623953974,361.8660610379701
121,31,137,4.808541679138771,37.226324746260325,263.2887146329502
135,40,132,3.6834458203456966,37.44218148412034,233.51778079545204
141,47,147,2.24062723447107,40.5367504338066,277.3967934145679
148,48,136,2.6170453889360914,16.82827947554387,279.78938600236944
125,42,130,3.4710220565263046,28.377367786063708,279.5295476203863
127,40,142,1.9365406580491804,48.70278607078905,193.10082512139763
142,49,132,4.015657617361168,24.027754929554987,230.77253685065003
127,48,132,1.8987660650785725,33.978940689581776,302.8577205671729
149,46,144,3.367156783083757,21.13996117714577,219.54154019482476
144,34,148,3.788026051979309,26.314601034750478,337.0934558757759
125,42,133,4.438991582646155,40.097801495952474,341.17629322930134
133,49,142,3.9356016631557327,37.508290842347044,228.39425567768086
122,30,142,4.19530036620914,29.501072664326472,296.12599820482507
129,39,144,4.651727205991393,47.83266669995226,299.27813424335676
122,37,148,3.3910862448882892,42.12663854191202,274.05746752790293
146,37,145,4.385120042648067,24.377334016009392,234.48636258756076
131,48,136,1.9274889241006883,31.29062097495567,275.85180318618234
136,35,132,4.258932683167892,45.7312077030965,297.8749640041142
146,41,149,1.886746965225921,15.78624397106125,186.65695270205327
148,36,131,4.738516874971119,35.35131997040489,358.7641902924352
124,45,147,2.3198933498306746,23.118614390473887,322.6504107206341
149,38,140,1.6873519927024514,17.23370412486308,208.0055092457015
139,39,130,1.5926750405168075,46.95013787077379,345.0714436759431
144,39,145,1.7490888677513294,43.56990580793056,330.4329243294423
128,39,146,2.790161234252664,21.485274558162402,302.26795565826876
149,49,145,3.088597564320236,44.29312713813222,370.54480575268144
140,45,139,4.655143330095674,20.12495923128278,282.62416269159615
145,30,146,2.524059211710782,31.665647595059358,208.2418100771576
139,46,132,1.8699292351482164,40.40206551673833,155.5732370930079
126,43,147,3.9752844473575264,33.68319588239551,342.3853403928488
141,48,148,1.5386176317144238,44.777325030002466,207.13685224116944
123,46,143,4.569133488060752,36.590725161352054,295.36236922592417
132,43,131,2.637598540835216,30.118307651551888,177.1989227155102
132,37,141,3.455365934619919,47.38067315802027,278.7683150044973
129,38,140,1.7447373704660905,16.27031299405148,255.13188057984667
137,37,146,1.5821165963193469,32.09396005504992,379.25788960213254
136,42,135,4.195357499019423,38.127353906695866,338.64552594869326
139,46,148,2.7188091676582395,44.26204366463122,481.7289011588
139,48,142,4.946971250904841,33.940478372683884,355.59827972937705
132,36,136,3.0971917778098064,45.99312019524079,318.6742501573964
136,46,140,4.382611643030758,29.919689249414528,272.13533479331
141,30,136,4.919854714885741,26.099500478215273,227.41631017881042
123,34,142,2.1246006460340063,49.08342166090684,193.84325251552835
120,35,142,4.203526848621465,38.35133355919848,272.849876078369
120,31,130,1.088024653298584,29.902236475386964,225.22584847471134
134,45,148,3.7190164722441152,45.73664079469423,301.50247843699594
132,34,148,3.9808043644713975,38.90781449163234,273.9274565568214
136,34,144,2.9094548497420094,37.32771470026729,248.3589398810864
143,41,143,1.648420840470008,40.49882754368133,249.3363082272907
145,32,132,3.466882192313799,40.84025883694906,198.95944458120562
127,45,149,4.59011463774223,32.254418539368686,367.6431204780362
137,35,133,4.725276798313075,29.67576464892467,392.5842183618165
146,44,136,3.984409561678411,46.82489384072723,469.9500038030404
132,44,130,2.054853033702408,32.403670884684075,211.04423395955197
142,45,148,4.48130770423968,22.55375732648382,293.3684452404465
133,49,132,4.55529226680678,33.256097503877044,405.4958474666339
127,42,149,2.4689688229808824,16.204773496977445,360.2696999597465
127,41,144,1.7319269461747226,40.31614231862702,282.99610803408086
146,39,142,4.498637736533473,19.44444206705832,249.98731718869755
145,43,143,4.540389261011257,18.910349286989998,372.3228829642456
134,31,136,1.4036243382048563,48.12246501125269,245.76567078842803
146,32,130,4.867937168889953,42.03948385105551,353.3201115494017
132,38,142,3.132322212315191,29.498007171945744,334.9177853087017
126,40,133,4.974920779771745,23.385164984196408,239.18484614054722
124,40,141,2.780033000866726,44.52216681844333,234.30282445354234
136,39,136,3.1331333574381923,48.90043452637633,335.8681654175021
147,43,131,2.0643313278849824,32.79239366124797,197.43083476784506
144,38,146,4.595789782061478,35.302662528632894,237.70108721174637
148,49,130,2.774848468290309,23.50687220223131,230.36407482277116
135,39,143,4.258456214509535,35.623759242166386,207.1383681350622
142,38,130,1.3189371003803307,29.02091722627446,290.8566887801573
121,34,132,4.152986513979251,44.595247480780344,357.46394714826175
141,37,140,2.9609725690058997,28.198955693820494,322.4544286376125
137,40,136,1.0216315189324239,37.70727019633679,313.70994818322606
136,30,138,1.9050517559951796,22.121310470387233,247.7825005369878
149,39,132,1.774920845772468,18.173549255145623,185.18256311692434
126,30,130,4.007058325237759,16.412432697397797,155.77224898687928
132,36,148,2.9088087591728744,29.547590306570083,245.85019178854088
137,43,131,1.6388735867483897,20.723505248699123,267.11386462433484
148,34,134,2.0272119081810103,49.77180665932726,333.7103130496173
133,46,146,3.0163072212235393,42.94341859491985,269.267176341665
149,35,148,1.0785527892786955,39.2680603098223,289.2877926126491
137,45,134,2.696502352397495,43.11614635823489,298.1163787273433
132,40,143,3.7122456146149605,24.19615405117685,251.50299005045636
130,39,139,3.0710183411435152,45.77423940098342,394.8100650111335
140,44,136,3.392398164301995,49.847273825121654,304.7792455149854
149,36,137,2.306472468046599,25.144906417502117,291.15691875179084
140,31,137,1.7323028960790232,49.462704053174384,256.72403235045164
135,41,136,4.238965161420724,26.213879121932028,334.33841962094164
142,48,142,4.622539485745442,15.410309119384243,198.38598412581064
136,41,143,3.0429622814995745,27.85249202045582,270.6052393685054
127,45,148,2.2201648503255633,49.91302503209392,237.6313401888369
138,35,140,3.044819318071942,37.230293915811416,443.8381770826628
139,32,131,4.515942082549582,39.341538722062616,317.57632460736244
134,31,146,3.7656253895004697,23.342150323046756,233.03262010598027
128,49,135,4.434464345160469,20.107203335364048,324.2150380991982
139,34,138,2.3135176923122014,45.99286531517966,279.7890350781888
129,40,148,3.8479165133499835,29.46872716373463,288.55338230323156
131,32,134,3.6121958860464662,15.14376547206083,280.77653069849936
140,32,138,3.286465842601669,25.298608392835497,295.5320391122234
142,34,136,3.1128994609220353,21.850623790998192,231.11007965993363
